id,article_title,article_language,journal_title,journal_abbreviation,journal_issn,article_jvolumn,article_jissue,article_jcreated_at,article_pagination,author_list
82695,the effect of lymphatico-venous anastomosis for an intractable ulcer at the lower leg in a marked obese patient.,eng,microsurgery,microsurgery,1098-2752,34,1,1/1/14,64-7,"{""hisako hara"",""yukio seki"",""noriyuki murai"",""isao koshima"",""takuya iida"",""makoto mihara"",""takeshi todokoro""}"
83012,type i and ii endometrial cancers: have they different risk factors?,eng,journal of clinical oncology : official journal of the american society of clinical oncology,j. clin. oncol.,1527-7755,31,20,7/10/13,2607-18,"{""chu chen"",""brian l strom"",""susan e mccann"",""harvey a risch"",""lingeng lu"",""fulvio ricceri"",""immaculata de vivo"",""amanda b spurdle"",""susan e hankinson"",""pamela j thompson"",""catherine schairer"",""herbert yu"",""radhai rastogi"",""jennifer doherty"",""carlotta sacerdote"",""laurence n kolonel"",""mia m gaudet"",""kim robien"",""marc t goodman"",""piet a van den brandt"",""robert a soslow"",""jolanta lissowska"",""anthony b miller"",""kirsten b moysich"",""montserrat garcia-closas"",""silvia polidoro"",""linda s cook"",""kristin e anderson"",""rayna k matsuno"",""xiao-ou shu"",""penelope m webb"",""kerry s courneya"",""christine m friedenreich"",""jo l freudenheim"",""yong-bing xiang"",""brian e henderson"",""galina lurie"",""leo j schouten"",""timothy r rebbeck"",""anthony m magliocco"",""malcolm c pike"",""leslie bernstein"",""hannah p yang"",""[collective name] australian national endometrial cancer study group"",""sara h olson"",""pamela l horn-ross"",""marjorie l mccullough"",""hoda anton-culver"",""noel s weiss"",""james r cerhan"",""louise a brinton"",""alicja wolk"",""jennifer prescott"",""xiaolin liang"",""thomas e rohan"",""yikyung park"",""niclas h̴kansson"",""veronica wendy setiawan"",""james v lacey"",""hui cai"",""nicolas wentzensen"",""koen van de vijver""}"
84783,mild endoplasmic reticulum stress augments the proinflammatory effect of il-1�_ in pancreatic rat �_-cells via the ire1�/xbp1s pathway.,eng,endocrinology,endocrinology,1945-7170,153,7,7/1/12,3017-28,"{""michela miani"",""decio l eizirik"",""laurence ladri̬re"",""maikel l colli"",""miriam cnop""}"
84905,hypothalamic obesity in children.,eng,obesity reviews : an official journal of the international association for the study of obesity,obes rev,1467-789x,13,9,9/1/12,780-98,"{""a bereket"",""z hochberg"",""y yavuz"",""h l muller"",""r h lustig"",""r weiss"",""w kiess"",""a p goldstone""}"
84941,incidence of and risk factors for motor neurone disease in uk women: a prospective study.,eng,bmc neurology,bmc neurol,1471-2377,12,_nan_,1/1/12,25,"{""anna brown"",""jane green"",""valerie beral"",""gillian reeves"",""pat doyle""}"
84944,body mass index and outcome of asc-h-interpreted cervical smears in postmenopausal women.,eng,acta cytologica,acta cytol.,jan-47,56,3,1/1/12,259-65,"{""jae jun lee"",""sang yong song"",""soomin ahn"",""young lyun oh"",""ji-youn sung"",""chang ohk sung"",""yoo-young lee""}"
85920,"adipocyte is a non-trivial, dynamic partner of breast cancer cells.",eng,the international journal of developmental biology,int. j. dev. biol.,1696-3547,55,7,1/1/11,851-9,"{""marie-pierre chenard"",""nassim dali-youcef"",""emilie buache"",""marie-christine rio"",""jinxiang tan""}"
86421,evidence that serum levels of the soluble receptor for advanced glycation end products are inversely associated with pancreatic cancer risk: a prospective study.,eng,cancer research,cancer res.,1538-7445,71,10,5/15/11,3582-9,"{""stephanie j weinstein"",""rachael z stolzenberg-solomon"",""philip r taylor"",""barry i graubard"",""jarmo virtamo"",""demetrius albanes"",""li jiao""}"
88262,core symptom measures in cancer clinical trials.,eng,journal of the national cancer institute,j. natl. cancer inst.,1460-2105,106,7,7/1/14,_nan_,"{""carolyn gotay""}"
89897,a growing lesion on the cheek.,eng,jama otolaryngology-- head & neck surgery,jama otolaryngol head neck surg,2168-619x,140,4,4/1/14,383-4,"{""eric j lentsch"",""jordan whitney rawl"",""michael j caplan""}"
90272,role of core-needle biopsy in thyroid nodules with initially nondiagnostic cytologic results.,eng,radiology,radiology,1527-1315,270,2,2/1/14,629-30,"{""qiao-hong hu"",""zhi-liang huang"",""xiao-ming fan"",""shuang-xi chen"",""xiang-yang song"",""xiao-ying qiu""}"
91852,"the importance, and important limitations, of ultrasound imaging for evaluating thyroid nodules.",eng,jama internal medicine,jama intern med,2168-6114,173,19,10/28/13,1796-7,"{""david cooper"",""erik k alexander""}"
93659,[the anxiety level of the patients who will have ultrasound-guided puncture biopsy: a survey study].,chi,sheng wu yi xue gong cheng xue za zhi = journal of biomedical engineering = shengwu yixue gongchengxue zazhi,sheng wu yi xue gong cheng xue za zhi,1001-5515,29,3,6/1/12,"453-5, 459","{""rujun zheng"",""yulan peng"",""shuzhen zhao"",""hong huang"",""ii liang"",""xiaoli he""}"
97775,posterior lumbar interbody fusion versus posterolateral fusion with instrumentation in the treatment of low-grade isthmic spondylolisthesis: midterm clinical outcomes,eng,pharmacogenomics,bmc oral health,1523-5378,14,4,1/1/11,488-96,"{""h. cavusoglu"",""t. cansever"",""a. yilmaz"",""y. aydin"",""h. a. genc"",""a. m. musluman"",""i. colak""}"
97795,hospital discharge after ambulatory knee arthroscopy: a comparison of epidural 2-chloroprocaine versus lidocaine,_nan_,pharmacoeconomics,neurosurg,0033-8389 do  - http://dx.doi.org/10.1016/j.rcl.2010.07.015,26,1,1/1/01,35-40,"{""j. m. neal"",""d. j. kopacz"",""m. a. lewis"",""j. j. deck""}"
97853,l2 spinal nerve-block effects on acute low back pain from osteoporotic vertebral fracture,eng,pain medicine,cardiology in the young,1051-0443,10,8,1/1/09,870-5,"{""s. orita"",""m. takaso"",""s. ohtori"",""s. kishida"",""g. inoue"",""m. suzuki"",""k. yamauchi"",""n. ochiai"",""m. yamashita"",""y. eguchi"",""k. takahashi""}"
98234,"pregabalin, celecoxib, and their combination for treatment of chronic low-back pain",eng,pain medicine,geriatrics & gerontology international,1051-0443,10,4,1/1/09,185-91,"{""c. l. romano"",""g. mineo"",""c. bonora"",""d. romano""}"
98479,"the rox coupler: creation of a fixed iliofemoral arteriovenous anastomosis for the treatment of systemic arterial hypertension, exploiting the physical properties of the arterial vasculature.",eng,catheterization and cardiovascular interventions : official journal of the society for cardiac angiography & interventions,catheter cardiovasc interv,1522-726x,_nan_,_nan_,10/24/14,_nan_,"{""adam witkowski"",""ajay k jain"",""ivan casserly"",""david e kandzari"",""david deaton"",""paul a sobotka"",""john p foran"",""krishna j rocha-singh"",""barry t katzen"",""peter balmforth""}"
98562,prevalence of masked hypertension in african americans.,eng,"journal of clinical hypertension (greenwich, conn.)",j clin hypertens (greenwich),1751-7176,_nan_,_nan_,10/20/14,_nan_,"{""frances williams"",""alehegn gelaye"",""susan steigerwalt"",""yara daloul"",""hadeel assad"",""timothy r larsen"",""barryton waanbah"",""michael williams""}"
100986,"association of bleeding, mortality and sex in acute coronary syndromes: the missing triangle.",eng,"journal of cardiovascular medicine (hagerstown, md.)",j cardiovasc med (hagerstown),1558-2035,_nan_,_nan_,9/23/14,_nan_,"{""rossana de palma"",""paolo ortolani"",""caterina caminiti"",""emilia solinas"",""piera angelica merlini"",""diego ardissino"",""giorgia paoli"",""maria francesca notarangelo"",""paolo guastaroba"",""antonio marzocchi"",""luigi vignali"",""roxana mehran"",""antonio manari""}"
102180,"safety, tolerability and sustained weight loss over 2 years with the once-daily human glp-1 analog, liraglutide.",eng,international journal of obesity (2005),int j obes (lond),1476-5497,36,6,6/1/12,843-54,"{""r carraro"",""m f rasmussen"",""l niskanen"",""a harper"",""n finer"",""s r̦ssner"",""m kunesova"",""l van gaal"",""m e j lean"",""a astrup"",""a rissanen"",""m j savolainen"",""[collective name] nn8022-1807 investigators""}"
102893,a cohort study of the prevalence and impact of comorbid medical conditions in pediatric bipolar disorder.,eng,the journal of clinical psychiatry,j clin psychiatry,1555-2101,71,11,11/1/10,1518-25,"{""roger s mcintyre"",""avnish tripathi"",""jeanette m jerrell""}"
105981,a common variant in the fto gene is associated with body mass index and predisposes to childhood and adult obesity.,eng,"science (new york, n.y.)",science,1095-9203,316,5826,5/11/07,889-94,"{""george davey smith"",""amanda j bennett"",""eleftheria zeggini"",""marjo-riitta jarvelin"",""nicholas j wareham"",""lorna w harries"",""colin n a palmer"",""shah ebrahim"",""timothy m frayling"",""susan m ring"",""bridget knight"",""sian ellard"",""katharine r owen"",""rachel m freathy"",""hana lango"",""debbie a lawlor"",""lon r cardon"",""john r b perry"",""jeffrey c barrett"",""andrew d morris"",""graham a hitman"",""katherine s elliott"",""ulla sovio"",""mark i mccarthy"",""david melzer"",""alex s f doney"",""andrew r ness"",""yoav ben-shlomo"",""andrew t hattersley"",""ann-marie patch"",""nicholas j timpson"",""nigel w rayner"",""mark walker"",""michael n weedon"",""ruth j f loos"",""fredrik karpe"",""in̻s barroso"",""luigi ferrucci"",""christopher j groves"",""cecilia m lindgren"",""beverley shields""}"
107417,"fast-food habits, weight gain, and insulin resistance (the cardia study): 15-year prospective analysis.",eng,lancet,lancet,1474-547x,365,9453,1/1/05,36-42,"{""david r jacobs"",""david s ludwig"",""cara b ebbeling"",""alex i kartashov"",""martha l slattery"",""linda van horn"",""mark a pereira""}"
107924,"obesity, weight change and risks for hypertension, diabetes and hypercholesterolemia in japanese men.",eng,european journal of clinical nutrition,eur j clin nutr,0954-3007,56,7,7/1/02,601-7,"{""k ishikawa-takata"",""t ohta"",""k moritaki"",""t gotou"",""s inoue""}"
107979,obesity from cradle to grave.,eng,nepal medical college journal : nmcj,nepal med coll j,feb-37,27,6,6/1/03,722-7,"{""t fors̩n"",""j eriksson"",""c osmond"",""d barker""}"
108424,outcome of gastric bypass patients.,eng,obesity surgery,obes surg,0960-8923,12,2,4/1/02,261-4,"{""ryan holzwarth"",""basir tareen"",""alicia majkrzak"",""darren huber""}"
109595,[blood insulin values after the oral glucose tolerance test (ogtt) and the body composition in 30 obese children].,ita,la pediatria medica e chirurgica : medical and surgical pediatrics,pediatr med chir,0391-5387,16,5,9/1/94,471-3,"{""a luciano"",""g zoppi""}"
109843,growth hormone treatment and diabetes: survey of the kabi pharmacia international growth study.,eng,acta paediatrica scandinavica. supplement,acta paediatr scand suppl,0300-8843,379,_nan_,1/1/91,104-7, discussion 108
110072,brain bdnf levels elevation induced by physical training is reduced after unilateral common carotid artery occlusion in rats.,eng,journal of cerebral blood flow and metabolism : official journal of the international society of cerebral blood flow and metabolism,j. cereb. blood flow metab.,1559-7016,34,10,10/1/14,1681-7,"{""jacques van hoecke"",""hayat banoujaafar"",""christine marie"",""claude m mossiat""}"
110453,anti-hypertensive medicines prescribing for medical outpatients in a premier teaching hospital in nigeria: a probable shift of paradigm.,eng,pharmacy practice,pharm pract (granada),1885-642x,12,2,4/1/14,419,"{""kazeem b yusuff"",""unyime i eshiet""}"
111336,the influence of smoking and impaired glucose homoeostasis on the outcome in patients presenting with an acute coronary syndrome: a cross-sectional study.,eng,bmj open,atheroscler suppl,2044-6055,4,7,1/1/14,e005077,"{""anders halling"",""h̴kan odeberg"",""henrik forssell"",""jacob odeberg"",""marie-louise persson"",""lennart r̴stam"",""ivar vaara"",""ulf lindblad"",""michael freitag""}"
111970,why is functional capacity decreased in hypertensive patients? from mechanisms to clinical studies.,eng,"journal of cardiovascular medicine (hagerstown, md.)",j cardiovasc med (hagerstown),1558-2035,15,6,6/1/14,447-55,"{""branislava ivanovic"",""marijana tadic""}"
112716,diabetes incidence in pima indians: contributions of obesity and parental diabetes.,eng,american journal of epidemiology,am.j.epidemiol.,feb-62,113,2,2/1/81,144-56,"{""w c knowler"",""p j savage"",""p h bennett"",""d j pettitt""}"
113363,mental health symptoms in a population based survey of minority farm operators,_nan_,proquest llc,brain behav,0-8077-4913-3,0,0,_nan_,62928,"{""a. l. steege"",""t. alterman"",""m. r. petersen"",""j. li""}"
113399,use of job design to reduce mechanical stress on the back,_nan_,nippon seikeigeka gakkai zasshi,brain behav,0-8077-4913-3,0,0,1/1/89,323-326,"{""d. w. badger""}"
117678,"association between genetic polymorphism of tumor necrosis factor-alpha and risk of oral submucous fibrosis, a pre-cancerous condition of oral cancer.",eng,journal of dental research,j. dent. res.,0022-0345,80,12,12/1/01,2055-9,"{""l j hahn"",""c j chiu"",""m l chang"",""l l hsieh"",""y s kuo"",""h m chen"",""c p chiang"",""c j chen""}"
119186,smoking and oral cancer.,eng,journal of dental research,j. dent. res.,0022-0345,42,_nan_,1/1/63,328-39,"{""j j salley""}"
121133,preoperative radiotherapy for esophageal carcinoma,eng,cochrane database syst rev,"journal of hand surgery (edinburgh, scotland)",0353-9504,0,4,1/1/05,cd001799,"{""m. wang"",""g. stewart"",""j. f. tierney"",""g. spilopoulos"",""w. duncan"",""h. s. hansen"",""z. rhugang"",""m. k. parmar"",""a. rousell"",""b. launois"",""k. nygaard"",""s. j. arnott"",""m. gignoux""}"
123492,primary head and neck cancers in north -western nigeria,eng,j. exp. clin. cancer res.,burns,1756-9966,28,4,1/1/09,227-33,"{""p. h. jallo"",""e. c. otoh"",""a. mohammed"",""s. o. ajike"",""n. w. johnson"",""i. s. danfillo""}"
123731,alveolar soft part sarcoma of the uterine corpus. report of two cases and review of the literature,eng,mov disord,movement disorders : official journal of the movement disorder society,0885-3185,194,1,1/1/98,59-63,"{""k. radig"",""a. roessner"",""p. buhtz""}"
125072,ghrelin improves left ventricular dysfunction and cardiac cachexia in heart failure.,eng,current opinion in pharmacology,curr opin pharmacol,1471-4892,3,2,4/1/03,146-51,"{""noritoshi nagaya"",""kenji kangawa""}"
125302,intravenous cyclophosphamide in patients with chronic systemic inflammatory diseases: morbidity and mortality.,eng,scandinavian journal of rheumatology,scand. j. rheumatol.,0300-9742,37,2,3/1/08,130-4,"{""e a m janssen"",""c brodin"",""p ogreid"",""k kjellevold"",""l g g��ransson"",""l vatten"",""p r romundstad"",""r omdal"",""k wildhagen""}"
128182,"a randomized, double-blind, placebo controlled triphosphate in study of oral adenosine subacute low back pain",eng,european heart journal,journal of nutrition in gerontology and geriatrics,1098-240x,32,0,1/1/05,"1114-7 st  - a randomized, double-blind, placebo controlled triphosphate in study of oral adenosine subacute low back pain-","{""m. rossignol"",""f. a. allaert"",""b. bannwarth"",""j. p. c1  - fr̴n rct-șkningen cn  - pubmed da  - jun dp  - nlm et  - 2005/06/09 valat"",""s. rozenberg"",""b. avouac""}"
129552,a meta-analysis of alcohol drinking and oral and pharyngeal cancers. part 2: results by subsites.,eng,oral oncology,oral oncol.,1879-0593,46,10,10/1/10,720-6,"{""paolo boffetta"",""giovanni corrao"",""irene tramacere"",""vincenzo bagnardi"",""eva negri"",""lorenza scotti"",""werner garavello"",""matteo rota"",""carlo la vecchia"",""federica turati"",""farhad islami""}"
